1,719
4,846
3,602
2,976
2,683
1,386
4,709
3,558
1,281
4,968
4,775
4,945
3,285
4,619
2,878
2,188
4,848
4,183
4,826
3,586
1,888
2,351
3,608
4,263
4,410
2,739
4,877
4,631
3,633
1,469
3,822
2,313
1,934
3,968
1,267
1,862
2,297
1,772
1,182
4,221
4,975
4,980
1,766
3,709
2,923
1,241
1,519
3,474
2,990
3,697
3,357
1,288
3,931
4,837
4,927
2,285
1,515
4,258
3,835
4,290
2,828
4,734
4,796
3,788
4,680
3,270
3,619
2,513
4,191
4,825
3,993
1,712
2,915
1,736
4,934
1,653
4,735
1,414
3,171
3,340
2,309
2,104
3,797
3,529
4,657
1,276
2,723
2,453
1,154
1,705
1,349
1,820
4,986
2,403
1,834
3,893
2,944
3,794
4,426
4,624
