4,717
3,269
4,888
3,902
3,269
2,275
3,457
3,758
3,286
4,928
1,939
1,212
4,316
4,558
2,381
2,553
1,445
4,270
4,905
3,606
3,785
1,581
2,354
4,429
1,549
4,451
2,460
3,289
4,330
3,928
1,241
2,217
2,736
3,906
2,164
2,208
4,709
2,625
3,357
1,939
2,130
3,566
3,139
4,680
3,780
1,925
4,739
2,778
2,558
3,525
3,195
3,119
1,985
4,474
1,223
4,513
4,537
4,537
3,492
3,983
1,971
2,277
4,447
4,291
3,982
2,740
3,473
2,647
3,936
4,625
3,477
2,393
1,758
3,594
3,486
2,629
2,894
1,366
1,206
4,333
1,820
3,494
2,896
3,173
4,490
1,923
3,599
1,243
4,256
4,429
2,516
1,865
3,808
1,491
1,768
4,890
4,990
4,618
3,749
3,746
3,464
1,101
4,1000
2,388
4,993
2,441
1,862
4,533
4,153
3,937
3,922
2,627
2,227
2,604
3,329
1,663
1,696
2,394
4,321
1,370
2,137
1,656
2,992
4,212
4,1000
2,370
3,495
3,369
3,719
3,664
1,682
4,256
2,1000
4,787
1,576
4,259
3,773
3,206
2,623
2,250
3,896
3,927
4,989
1,405
4,769
4,368
4,491
4,782
1,597
1,666
1,742
3,980
3,310
1,934
3,981
2,819
2,552
3,546
3,141
1,644
2,198
2,876
3,296
2,956
1,536
1,292
4,558
3,105
2,629
2,272
4,425
1,323
1,812
3,824
2,961
2,500
4,226
1,941
4,544
1,791
1,262
1,511
3,811
3,529
2,880
3,975
4,614
1,810
4,300
2,305
3,301
4,960
2,670
1,642
2,813
2,297
4,828
1,794
4,460
4,430
2,251
1,603
1,677
3,455
2,267
1,621
2,787
1,423
4,290
4,523
3,280
3,509
1,277
2,995
1,930
3,534
4,714
4,244
2,725
1,191
3,199
2,666
1,938
1,667
2,233
4,704
1,487
3,257
1,728
4,455
1,947
2,733
1,770
3,246
2,287
4,144
4,573
3,737
1,184
3,264
2,195
1,112
1,116
1,797
1,928
2,362
2,866
2,410
1,290
2,432
2,790
2,933
2,470
1,104
4,675
3,341
3,458
1,390
2,965
3,130
4,140
1,821
3,309
2,896
1,166
3,624
3,734
2,625
1,962
2,739
3,489
2,145
2,437
3,584
4,321
3,811
2,637
3,450
4,311
4,230
4,558
3,935
1,197
4,794
1,443
3,246
3,558
4,896
1,854
4,148
3,371
1,999
4,292
3,268
4,119
4,120
1,576
3,723
4,436
2,194
3,106
1,415
2,693
1,452
4,339
4,134
1,488
3,642
3,895
3,510
1,245
2,120
2,406
3,415
3,859
3,524
2,907
4,529
4,502
2,396
2,869
3,576
3,832
3,519
4,291
2,490
4,510
3,560
1,491
4,197
2,748
4,865
2,784
3,802
2,434
1,194
4,717
3,202
2,622
4,922
1,814
2,629
4,181
2,582
3,441
2,410
3,767
3,584
2,357
1,712
2,454
4,354
1,598
1,644
1,675
3,515
4,353
4,751
2,510
2,112
1,544
4,371
1,581
3,266
1,505
1,339
4,666
1,158
2,598
1,146
3,716
3,996
1,209
4,868
4,346
4,298
4,869
3,201
1,853
1,489
2,106
4,269
2,214
4,636
2,232
3,896
4,427
1,556
2,245
2,358
1,378
