4,718
4,738
4,840
4,999
3,453
1,218
4,965
3,352
3,667
3,235
4,881
2,770
4,335
1,851
1,401
4,856
1,188
1,946
3,291
3,793
4,389
3,275
1,287
3,977
2,937
2,647
4,481
2,223
3,524
2,675
1,174
4,102
4,754
3,935
2,744
2,535
2,308
3,339
1,722
4,919
4,480
2,685
3,165
4,233
1,884
1,250
3,454
2,757
1,511
1,298
1,100
2,248
2,994
2,658
3,325
4,229
4,639
2,634
1,245
4,286
2,807
1,926
1,394
3,644
4,344
3,143
4,772
1,534
1,497
3,913
2,604
3,247
4,656
2,757
4,617
3,225
2,334
4,510
4,577
2,643
1,553
1,767
2,230
2,212
2,174
3,535
3,359
1,643
3,415
3,579
3,758
4,867
3,106
3,770
3,293
1,571
2,706
4,693
1,101
1,357
3,366
3,898
3,715
2,879
1,838
4,185
1,627
2,512
4,498
2,422
2,221
4,762
4,357
3,245
2,355
1,647
4,976
3,524
3,307
4,101
4,718
2,253
2,511
1,925
2,784
2,141
3,167
2,286
1,677
4,982
3,714
4,915
3,465
1,456
2,750
3,936
4,252
1,231
4,820
2,539
3,491
4,344
1,232
1,230
4,996
2,488
3,706
4,725
4,376
1,261
1,691
3,947
3,863
3,176
4,117
4,432
3,482
4,293
2,339
4,372
3,875
1,298
2,155
2,937
1,219
3,541
4,152
4,842
3,653
3,704
4,119
4,746
1,167
2,397
2,658
4,614
3,718
1,560
1,268
3,327
1,413
1,942
2,516
1,927
3,967
3,531
3,988
3,173
3,619
1,888
3,800
3,521
2,382
1,520
1,178
1,318
2,120
2,389
4,337
4,330
2,491
4,698
3,729
2,507
4,331
3,719
1,787
2,418
1,488
1,843
4,937
3,325
1,624
4,398
2,534
2,484
1,872
4,504
2,985
2,979
3,201
1,831
4,369
4,194
4,783
1,769
1,992
1,108
3,673
1,122
3,555
4,591
4,368
1,868
2,417
1,727
2,835
2,331
2,399
1,436
4,329
2,536
4,681
4,796
2,814
2,233
3,632
2,341
3,308
3,566
2,346
2,1000
3,768
1,404
4,843
2,904
4,349
3,880
2,228
2,200
1,433
4,984
2,802
2,549
2,376
2,888
1,255
1,206
1,648
3,450
4,453
3,646
4,734
3,411
2,368
4,840
4,939
1,679
2,924
1,411
1,886
1,149
1,663
1,686
2,820
2,698
3,351
2,289
4,397
2,363
3,133
1,173
4,418
4,218
1,762
1,566
4,792
2,251
3,125
4,282
3,498
4,429
2,881
4,586
3,362
1,216
3,334
1,599
3,287
1,793
3,650
1,464
1,744
1,344
2,299
4,357
2,226
1,438
4,697
1,357
2,573
3,476
1,269
4,797
3,833
4,151
4,966
1,572
3,119
2,523
2,740
2,173
2,774
2,188
3,479
2,637
3,785
4,673
2,889
2,925
4,195
3,685
2,415
2,267
1,543
4,321
4,269
3,503
3,516
1,758
4,618
1,339
1,831
3,101
3,668
1,843
4,675
2,778
2,626
2,992
1,180
4,502
3,711
4,249
3,759
3,690
1,420
4,644
2,973
2,960
1,146
4,547
4,704
3,437
3,479
1,892
4,493
4,717
4,233
1,293
4,751
4,575
2,795
3,532
3,337
4,223
1,241
1,489
3,409
3,902
