2,265
4,939
1,952
1,476
2,494
2,917
1,686
4,193
3,775
4,273
1,453
4,925
1,450
3,124
3,696
3,685
4,911
3,819
3,513
2,363
2,679
4,663
4,565
3,471
3,871
4,303
1,973
4,326
1,402
2,366
3,597
3,275
2,453
1,703
1,193
3,447
4,818
3,351
4,621
3,667
1,424
3,117
4,151
1,688
1,351
3,476
2,582
4,116
4,971
3,623
2,852
3,490
1,533
1,443
3,827
2,570
1,997
2,843
3,404
3,809
1,178
2,419
3,774
4,342
1,725
3,658
4,302
2,779
4,769
2,968
4,679
3,985
2,415
2,450
1,386
2,968
3,449
1,287
4,476
2,515
3,553
3,734
1,282
2,114
3,655
2,942
1,388
1,974
1,186
3,672
3,465
1,315
3,563
3,260
2,982
2,176
3,207
1,622
4,653
3,903
2,178
3,735
3,964
4,625
3,734
3,490
2,747
1,438
1,869
3,359
2,965
1,569
3,169
2,198
3,236
4,697
3,432
3,842
3,202
3,682
3,178
1,380
3,991
1,408
4,261
1,960
4,139
3,654
2,570
4,729
3,924
2,924
4,470
4,870
3,798
3,753
1,448
3,319
2,244
1,860
3,312
2,449
2,822
2,437
3,388
2,312
4,346
2,816
2,519
1,463
3,368
4,770
2,108
2,851
4,943
2,232
1,557
2,878
2,350
3,476
1,686
3,200
3,403
1,931
2,363
4,874
3,414
1,206
3,267
2,667
1,416
4,942
4,159
1,755
4,387
4,335
4,911
2,257
1,351
1,762
4,517
3,437
4,784
2,707
3,135
2,273
2,433
2,699
4,361
3,912
3,870
1,802
2,810
4,325
2,828
3,721
3,606
1,298
3,440
1,304
3,832
3,706
2,353
2,769
4,845
2,263
4,765
2,331
4,498
3,442
1,755
2,615
3,731
3,539
2,159
2,923
1,978
3,810
3,807
4,576
2,225
4,297
3,346
1,936
2,558
3,352
2,726
1,957
1,742
4,945
2,555
4,285
3,372
2,765
2,428
3,548
1,424
1,624
2,608
1,619
4,950
4,589
1,996
2,261
4,351
2,482
1,702
1,904
3,172
2,479
1,477
3,864
3,875
2,884
1,859
3,416
4,372
2,547
2,580
3,955
3,555
4,978
4,475
1,815
2,808
3,357
4,847
2,129
4,134
4,771
1,485
3,565
2,791
2,811
3,741
1,373
2,982
1,227
2,999
4,654
2,101
4,602
4,807
4,338
3,577
4,421
3,276
3,324
1,190
2,719
1,752
4,382
4,843
3,994
4,560
1,351
1,403
1,338
3,225
2,518
2,590
1,434
1,200
4,964
1,870
3,375
2,699
4,337
4,564
3,761
1,130
4,690
4,455
4,337
4,138
1,404
4,139
4,820
4,656
1,469
4,927
3,487
2,512
4,733
2,437
2,248
4,239
3,261
1,385
3,540
1,386
2,788
1,935
1,302
4,614
1,502
4,576
2,577
3,294
4,345
2,739
2,296
2,633
4,256
3,829
3,126
4,196
2,292
2,156
2,497
4,179
1,899
4,438
4,625
1,350
2,977
3,471
3,895
2,306
2,656
4,756
1,220
1,260
4,113
1,209
3,299
3,478
2,397
1,773
2,401
2,230
3,253
4,267
4,821
2,531
3,349
1,964
4,747
3,796
3,742
1,893
1,803
1,887
3,351
3,188
4,469
1,399
2,582
1,798
2,728
3,495
2,254
4,178
3,441
3,667
4,830
3,285
2,342
2,528
4,801
3,373
1,489
3,582
4,294
3,241
4,610
3,340
4,214
4,924
1,291
3,421
4,180
4,333
3,995
4,117
2,223
4,151
2,399
3,461
2,134
3,359
4,716
2,372
4,279
3,554
1,718
4,285
3,911
3,184
4,940
4,892
2,283
3,644
2,932
4,551
2,163
2,481
1,506
3,365
2,528
2,870
3,766
4,648
1,181
2,755
2,943
3,469
2,601
4,923
2,633
2,609
1,733
2,502
4,566
4,896
4,788
1,340
2,481
1,849
2,764
3,331
2,643
3,392
4,562
2,851
1,301
4,624
4,580
3,488
4,116
3,925
1,983
2,463
4,750
4,833
2,326
2,298
1,374
2,451
2,671
3,997
3,139
3,818
3,143
3,157
2,510
4,886
4,386
3,792
3,481
3,433
1,634
3,951
4,821
3,236
2,686
2,801
1,896
1,126
1,650
1,204
4,122
1,485
4,445
3,197
3,176
4,192
3,301
4,663
1,929
2,603
1,870
3,959
2,147
4,183
4,548
2,769
1,626
4,536
2,494
1,868
2,716
2,448
3,958
2,684
2,706
3,498
3,725
2,979
1,980
2,436
2,706
2,132
1,360
2,379
1,479
3,602
1,486
1,275
2,541
2,809
2,620
3,532
2,850
3,957
3,586
3,221
3,394
4,432
4,880
4,264
4,645
3,568
3,763
1,484
2,988
3,916
3,615
2,335
4,514
3,701
4,663
1,314
2,195
3,301
3,478
3,533
1,723
2,350
3,253
3,772
2,614
4,694
4,449
4,324
2,423
3,379
2,431
3,276
2,653
2,768
2,992
2,189
1,624
4,754
1,929
3,511
1,334
4,713
3,683
1,178
1,828
3,707
3,414
4,422
1,233
4,906
1,698
1,602
3,960
1,747
3,118
1,377
4,748
1,156
4,703
1,763
2,991
3,410
4,219
2,107
3,857
4,178
4,901
1,722
3,926
4,115
2,713
1,553
1,161
4,975
1,126
1,550
3,203
1,726
2,223
3,933
3,362
4,923
3,888
2,214
2,806
2,998
4,770
4,648
3,537
1,777
4,396
2,727
2,212
3,156
4,439
3,538
3,525
2,101
1,231
2,454
4,864
4,937
3,822
2,903
1,272
1,553
3,751
1,416
3,292
3,321
3,798
1,972
4,199
3,734
1,476
1,424
3,249
4,660
2,622
2,429
4,404
2,999
4,579
4,754
3,542
3,267
2,934
2,761
3,815
1,784
4,961
2,283
2,287
1,487
1,247
4,564
3,572
1,112
4,440
4,539
1,656
2,194
1,525
1,867
3,475
4,867
2,319
1,476
1,289
2,215
4,781
3,648
4,139
2,662
4,749
4,749
3,137
4,215
3,592
3,943
2,623
1,148
4,332
4,262
2,899
1,584
4,844
4,118
4,593
4,828
4,803
2,350
3,111
1,615
2,592
4,522
3,745
1,211
4,596
4,769
1,297
3,961
3,282
3,289
4,270
4,760
2,176
3,460
2,506
3,292
1,310
3,817
4,273
1,957
3,433
1,436
2,828
3,192
3,445
1,912
4,565
3,400
1,921
2,816
4,850
2,401
2,904
4,137
3,812
2,355
2,598
3,111
2,167
2,268
2,247
3,145
2,316
3,745
2,768
2,227
4,521
2,114
4,267
2,179
1,938
3,924
3,312
1,136
2,239
3,434
4,903
4,301
1,502
2,737
4,740
1,612
1,370
4,501
2,428
4,669
4,613
4,912
1,760
2,847
2,412
2,653
2,431
1,355
1,889
1,138
1,104
1,235
1,172
2,609
4,698
2,988
2,344
1,831
1,189
3,233
4,858
3,195
3,591
1,631
1,250
3,534
1,518
1,547
1,202
1,439
1,190
4,354
3,467
4,663
3,292
3,213
4,941
3,188
4,869
4,798
4,760
4,287
3,729
1,325
3,330
2,612
2,748
2,265
1,189
1,303
2,134
2,845
2,798
2,477
4,217
3,220
3,126
4,702
2,817
1,679
3,267
3,908
4,416
3,231
3,449
1,745
2,345
4,325
3,565
4,879
4,211
1,810
4,621
3,492
3,351
1,753
1,524
4,204
3,702
3,145
4,798
2,149
2,680
3,974
4,458
2,894
3,608
4,406
1,475
2,425
4,737
1,596
3,765
1,138
3,546
4,769
1,605
1,794
1,775
4,948
3,979
4,435
3,498
2,548
2,588
2,490
2,226
1,928
1,878
1,570
2,140
2,939
3,850
4,246
1,155
1,452
1,701
2,423
4,969
2,205
3,955
4,969
4,155
3,688
3,562
1,464
4,422
1,509
1,260
1,490
3,754
2,450
4,806
4,208
3,926
4,805
3,322
4,361
4,937
2,328
3,230
3,221
3,999
4,313
3,450
4,616
3,880
2,784
2,681
1,992
4,209
1,949
4,841
1,329
1,769
2,809
2,603
2,343
3,776
3,507
1,679
3,142
2,974
2,967
4,272
2,799
4,976
1,609
2,919
3,640
3,696
4,455
3,396
1,935
2,839
2,904
3,769
3,541
3,572
4,544
4,800
4,643
3,934
3,435
1,621
1,574
2,557
1,623
2,644
1,672
2,175
2,127
3,138
2,922
2,458
4,327
3,922
3,174
1,133
3,302
2,718
4,435
1,169
2,488
3,857
4,454
3,229
4,973
1,409
3,276
4,333
1,935
2,388
2,391
2,418
4,648
2,568
3,531
1,829
1,816
1,805
2,214
4,691
4,345
4,289
1,271
3,369
3,794
1,252
2,445
1,958
3,119
3,992
4,579
3,240
3,817
1,351
3,574
2,734
1,802
1,496
1,922
1,922
1,963
1,751
2,808
3,344
2,463
1,677
4,965
2,125
3,841
3,342
1,509
4,891
3,874
2,432
1,381
2,190
3,548
1,565
3,447
3,993
3,197
4,449
2,260
4,320
3,123
4,635
2,501
2,309
1,231
3,525
3,698
3,798
1,145
1,239
3,192
3,467
4,862
2,359
4,248
1,213
2,304
3,191
1,671
4,482
3,297
3,392
1,182
3,256
4,528
2,391
1,268
2,637
2,374
1,492
4,193
4,567
2,404
1,120
3,347
3,335
4,393
1,274
3,262
2,582
3,450
4,482
3,909
1,228
3,148
4,761
1,316
3,417
3,926
4,410
4,159
4,854
1,179
2,376
3,409
1,629
2,320
2,800
1,906
1,594
3,887
2,197
4,602
4,862
3,597
2,643
2,225
1,329
4,835
1,305
3,469
1,484
4,493
2,354
2,105
4,581
1,929
1,125
3,966
3,545
1,329
3,817
1,611
4,919
1,172
2,327
4,136
1,187
3,282
2,783
3,865
1,896
4,847
3,132
2,798
4,312
1,686
1,953
3,740
1,797
1,120
1,693
2,255
4,278
3,889
1,334
4,695
3,490
1,589
4,844
3,647
2,162
1,887
2,593
4,312
4,920
3,379
1,194
4,196
3,554
2,594
1,164
3,379
3,920
1,691
3,991
2,678
1,595
4,814
2,519
3,702
1,278
4,315
1,154
2,588
4,540
1,523
1,488
1,321
4,815
4,565
1,203
1,586
3,960
4,120
2,358
1,969
3,934
4,670
2,801
4,346
2,306
2,987
2,129
1,128
1,584
3,335
4,509
3,887
1,122
1,108
1,488
3,580
1,550
3,112
2,148
1,881
1,207
4,558
4,176
4,602
2,392
1,259
2,685
1,865
3,402
3,458
4,468
3,131
2,565
2,492
4,510
2,268
2,474
3,431
2,457
3,617
4,874
2,621
1,130
4,918
1,696
3,807
4,814
3,315
1,166
2,712
4,839
4,295
2,691
1,785
3,880
4,713
3,928
4,680
2,944
3,218
4,943
4,312
4,302
2,597
2,372
4,949
4,743
4,190
2,843
1,454
4,697
4,132
3,469
2,341
4,624
2,397
1,179
3,483
4,500
4,330
4,295
2,657
3,623
1,144
3,964
4,940
1,854
2,331
3,586
1,995
1,950
2,625
4,127
3,830
2,661
2,645
2,402
3,438
1,607
4,245
1,459
2,734
4,636
3,718
2,616
3,442
1,304
1,586
3,105
3,158
4,936
3,467
3,806
3,587
2,476
4,479
3,659
2,247
4,997
4,184
4,210
2,617
1,378
1,465
1,681
1,365
3,778
3,771
4,917
2,534
4,926
2,368
3,107
1,900
3,281
1,118
4,417
4,602
3,691
1,770
4,622
2,545
3,211
4,624
4,910
4,224
2,761
4,858
3,538
3,488
1,863
3,720
4,347
3,605
3,145
3,694
4,153
1,973
4,359
1,459
2,657
2,296
4,292
4,334
3,258
3,500
4,560
2,559
1,789
1,530
4,804
1,319
3,855
4,716
3,890
4,920
3,889
